,word,context,label,is_equivalent
33,ключ,"Украина заблокировала подписание соглашения об ассоциации с Евросоюзом. Об этом говорится в открытом письме, опубликованном 4 марта в газете The New York Times. Его авторами значатся министры иностранных дел Швеции (Карл Бильдт), Великобритании (Уильям Хейг), Чехии (Карел Шварценберг), Польши (Радослав Сикорский) и Германии (Гидо Вестервелле). Статья написана к пятой годовщине начала переговоров между Брюсселем и Киевом по поводу соглашения, которое, в частности, предусматривает создание между Украиной и ЕС зоны свободной торговли, а также упрощает визовый режим. Политики отмечают, что документ уже мог быть подписан и ратифицирован, а стороны могли бы ""праздновать"" сближение Украины с Европой. ""Вместо этого мы переходим на новый этап слишком долгого и мучительного пути"", - сказано в письме. Главы европейских внешнеполитических ведомств подчеркивают, что не могут скрывать растущего беспокойства по поводу состояния демократии на Украине. Министры, в частности, отмечают, что от независимых СМИ и общественных организаций республики поступают сигналы о давлении со стороны власти, а судебные процессы над оппозиционными политиками, в том числе бывшим премьером Юлией Тимошенко и экс-главой МВД Юрием Луценко, ""имеют признаки политически мотивированного и избирательного правосудия"". ""Было бы справедливо сказать, что соглашение об ассоциации бросили в тюрьму, и украинская власть держит ключ от нее"", - заключают европейские министры. Европейские парламентарии и дипломаты не раз критиковали украинские власти в связи с процессами над Тимошенко и Луценко. На неофициальном уровне высказывалось мнение, что решения по уголовным делам отношении экс-премьера и экс-главы МВД могут сказаться на переговорах по соглашению об ассоциации. Однако 19 декабря 2011 года на саммите Украина-ЕС было объявлено об успешном их завершении (это произошло за несколько дней до того, как Апелляционный суд Киева отклонил жалобу Юлии Тимошенко на приговор, по которому она получила семь лет тюрьмы). Впрочем, сам документ тогда подписан не был. 27 февраля, европейский комиссар по вопросам расширения и европейской политики соседства Штефан Фюле заявил, что соглашение об ассоциации Украина-ЕС будет парафировано в течение месяца, а его подписание состоится ""где-то осенью, если ситуация на Украине изменится"".",8.0,0
34,ключ,"Биологи из Шанхайского университета Джао Тонг нашли ключ к эффективной борьбе с перхотью. Согласно их исследованию, перхоть появляется из-за нарушений состава микробов, которые обитают на коже головы. Увеличение количества пропионибактерий способствуют улучшению состояния кожи и исчезновению болезни. Исследование опубликовано в журнале Scientific Reports. Изначально считалось, что перхоть вызывают микроскопические грибы — дрожжи Malassezia. Они поедают кожное сало, которое выделяется сальными железами, и производят олеиновую кислоту. Последняя раздражает кожу головы, что может приводит к повышенному отслоению отмерших клеток и появлению перхоти. Однако те же самые организмы были найдены у людей без перхоти, поэтому ученые предположили, что шелушение кожи могут вызвать другие причины. В исследованиях приняли участие 59 человек в возрасте от 18 до 60 лет. Ученые взяли образцы перхоти с их голов, а также изучили состав микробов и грибов. Оказалось, что выделение кожного сала достигало пика в возрасте 15-35 лет, а затем понижалось. Вместе с этим люди старшего возраста в большей степени страдали от перхоти. Исследователи выяснили, что основным фактором кожного заболевания являются не грибы, а сообщество бактерий. Самыми распространенными бактериями, живущими на коже головы являются Propionibacterium и Staphylococcus. У здоровых людей преобладает Propionibacterium, доля которой среди других микроорганизмов составляет 71 процент. Бактериям Staphylococcus остается только 26 процентов. Однако у людей с перхотью ситуация меняется: доля стафилококков вырастает до 44 процентов. Кожное сало способствует росту пропионибактерий, однако в его отсутствие повышается влажность кожи головы, что благоприятствует Staphylococcus. Все это указывает на то, что создание хорошей среды для Propionibacterium может быть подходящим средством против перхоти. Например, можно разработать гели с питательными веществами для пропионибактерий. Таким средством могут служить и специальные йогурты, которые содержат Propionibacterium. Похожие препараты применялись в больницах США, чтобы защитить кожу пациентов от попадания на нее золотистого стафилококка, обладающего устойчивостью к антибиотикам.",15.0,1
35,ключ,"Капитан сборной России по футболу Андрей Аршавин заявил, что ключом к победе над Словенией в борьбе за выход в финальную стадию чемпионата мира по футболу 2010 года станут характер и командная игра. Аршавин считает, что в ответном стыковом матче россиянам надо сыграть строго и дисциплинированно, пишет издание ""Спорт-Экспресс"". Российский нападающий считает, что словенцы, несмотря на то, что им необходимо побеждать, вряд ли пойдут вперед. По словам Аршавина, они будут подкарауливать свои моменты, а задача игроков сборной России - свести количество таких моментов к минимуму. В то же время, капитан российской сборной подчеркнул, что его команде нельзя играть на удержание счета, поскольку такие действия ей противопоказаны. Аршавин считает, что сборная России должна играть в свой футбол и попытаться забить гол. Ответный стыковой матч за выход на ЧМ-2010 между сборными Словении и России состоится 18 ноября в Мариборе. Игра начнется в 22:45 по московскому времени и будет показана в прямом эфире на Первом канале. Первый матч в Москве завершился победой россиян со счетом 2:1.",15.0,1
36,ключ,"Госдеп США не знает, сколько российских военнослужащих может находиться на территории Украины. Об этом, как сообщает РИА Новости, заявила в среду, 21 января, официальный представитель американского внешнеполитического ведомства Джен Псаки. «У меня нет подтверждений конкретной цифры», — сказала Псаки, комментируя заявление украинского президента Петра Порошенко о том, что в его стране якобы находится девять тысяч российских военных. Представитель Госдепа отметила, что видела сообщения о том, что Россия якобы отправила на Украину два тактических батальона, однако признала, что подтверждения этой информации у нее нет. Псаки также отметила, что уровень насилия на востоке Украины вырос. Ответственность за это дипломат возложила на ополчение, которое она обвинила в «захвате новых территорий». Ранее в среду Порошенко заявил на Всемирном экономическом форуме в Давосе, что на востоке Украины находятся более девяти тысяч российских военных, оказывающих поддержку ополченцам самопровозглашенных Донецкой и Луганской народных республик. В ходе выступления президент Украины подчеркнул, что конфликт на востоке страны не имеет военного решения. При этом, по его словам, ключом к миру является именно Россия, которая должна «вывести войска и закрыть границу».",15.0,1
37,ключ,"Биологи из Гарвардского университета объяснили, как головоногие моллюски (Cephalopoda) могут успешно маскироваться под цвета окружающей среды, несмотря на черно-белое зрение. Ключом к решению этой загадки оказалась хроматическая аберрация. Статья опубликована в журнале Proceedings of the National Academy of Sciences. Исследователи написали алгоритм, благодаря которому им удалось проверить, способна ли сетчатка глаз каракатиц и осьминогов, перемещаясь взад и вперед, получать отдельные контрастные изображения окружающей среды. Таким образом, с помощью компьютерного моделирования ученые выяснили, что моллюски могут регулировать фокусировку своих глаз, распознавая свет с различной длиной волны. Это значит, что цефалоподы могут единовременно разглядеть только предметы одного цвета, когда другие находятся не в фокусе. Возможно, такой зрительный механизм позволяет мозгу головоногих различать цвета, несмотря на отсутствие в глазах специальных светочувствительных пигментов. Полученные результаты не являются исчерпывающим объяснением, каким образом головоногие видят цвета. Однако биологи считают, что их исследование позволит в будущем ответить на вопрос, как эти моллюски стали мастерами маскировки. Кроме того, по словам ученых, совершенно другие принципы зрительной системы цефалоподов лишний раз доказывают, что их глаза эволюционировали не так, как у позвоночных, в том числе человека. Хроматическая аберрация происходит из-за того, что лучи света с разными длинами волн по-разному преломляются линзами, и из-за этого для них возникают различные фокусные расстояния. В результате может снижаться четкость изображения в биноклях, телескопах и других оптических системах, а также возникают цветные полосы и пятна.",15.0,1
38,ключ,"С 17 июля сетях кинотеатров ""Империя кино"", ""Формула кино"" и ""Каро Фильм"" начинается показ комедийного боевика ""Пуленепробиваемый""(Bulletproof Monk). Фильм снял режиссер Пол Хантер - это его дебют в игровом кино. В картине рассказывается о тибетском монахе, который 60 лет оберегает таинственный свиток, дающий власть над миром. Приходит срок, когда хранитель должен найти себе преемника. Но пророчества указывают, что свиток должен принять мелкий нью-йоркский воришка. Главные роли в фильме исполнили Чоу Юн-Фат(Chow Yun-Fat) и Шон Уильям Скотт(Seann William Scott). Шестьдесят лет назад молодой монах (Юн-Фат) был посвящен в хранители древнего свитка , который является ключом к безграничному могуществу. И в тот самый момент, когда церемония передачи реликвии подошла к концу, к тибетскому монастырю подобрался взвод фашистках оккупантов. Командовал немцами офицер-маньяк, мечтающий о власти над миром. Перебив всех монахов, солдаты врываются в монастырь, но новоиспеченного хранителя не зря так долго обучали боевым искусствам - он одной левой расшвыривает всех фашистов и исчезает в бездонной пропасти. В наши дни в нью-йоркском метро промышляет молодой обаятельный воришка. Но полиция вычисляет преступника и ему приходится спасаться бегством. Тут-то его пути и пересекаются с хранителем свитка, который, в свою очередь, тоже убегает от группы преследователей. И, к своему удивлению, монах понимает, что древние пророчества указывают на мелкого жулика, как на его преемника. Теперь хранителю предстоит проверить, совпадают ли другие предсказания, и заодно научить оболтуса уму-разуму. Правда, делать это приходится в постоянных схватках с бандитами, которыми руководит тот самый маньяк, который так и не отказался от мечты властвовать миром. Режиссер Пол Хантер стал известен благодаря музыкальным клипам и рекламным роликам. Его услугами пользовались Дженифер Лопес, Ленни Кравиц, Кристина Агилера, Эминем, Уилл Смит и другие. За ролик для компании Nike он был награжден премией ""Эмми"". Работая в малом жанре, Хантер набил руку в применении спецэффектов и в энергичном монтаже, так что к переходу в большое кино режиссер был готов. Главное в ""Пуленепробиваемом"" - хороший юмор, легкий налет мистики и много впечатляющих драк. Так что фильм должен понравиться и любителям комедий, и поклонникам восточных единоборств. Ну а блистательный Чоу Юн-Фат, который способен любой эпизод сделать элегантным, полюбится всем категориям зрителей.",15.0,1
39,мера,"Вашингтон введет новые пошлины на товары из Китая на сумму в 200 миллиардов долларов. Об этом сообщил торговый представитель США Роберт Лайтхайзер, передает Reuters. По его словам, пошлины распространятся еще на 10 процентов ввозимой из Поднебесной продукции. Новые тарифы коснутся тысяч наименований товаров китайского экспорта, таких, как продукты питания, табак, химические товары, уголь, сталь, алюминий, автомобильные покрышки, мебель, изделия из дерева, корма для животных, ковры, велосипеды и другие, вплоть до туалетной бумаги. В администрации президента пояснили, что пошли на такой шаг после того, как стороны не смогли  достичь соглашения по существующим торговым спорам. Председатель Комитета по финансам Сената США Оррин Хэтч оперативно прокомментировал агентству угрозы Вашингтона, назвав планы введения дополнительных пошлин «опрометчивыми». 6 июля вступило в силу решение президента США Дональда Трампа о введении пошлин в размере 25 процентов на импортируемые из Китая товары. Пекин в свою очередь обвинил Вашингтон в развязывании крупнейшей торговой войны в истории, а также нарушении правил Всемирной торговой организации (ВТО). Китайская сторона также заявила, что контрмеры в отношении США уже начали действовать. Отношения Вашингтона и Пекина обострились в 2018 году после того, как США заявили о введении протекционистских мер, коснувшихся товаров из Китая. Одной из причин ограничений стал высокий уровень торгового дефицита. В ответ Китай принял меры в отношении импорта из США, что вызвало недовольство в Вашингтоне.",14.0,0
40,мера,"Все российские вице-премьеры, кроме министра финансов Алексея Кудрина, проведут на следующей неделе бюджетные совещания в регионах. Об этом пишут ""Ведомости"" со ссылкой на свои источники в правительстве. Соответствующие поручения своим заместителям дал премьер-министр Владимир Путин.
 В частности, Игорь Шувалов отправится на Дальний Восток, Виктор Зубков - в Сибирь, Игорь Сечин - на Северо-Запад, Сергей Собянин - на Урал, Александр Жуков будет пребывать в Центральном округе, Сергей Иванов - в Приволжском, а Дмитрий Козак - в Южном.
 Высшие чиновники будут обсуждать с руководством областей изменения в межбюджетных отношениях. Так, регионы будут лишены 5 процентов от налога на добычу полезных ископаемых (НДПИ).  В качестве компенсации субъекты федерации получат дополнительные доходы от акцизов, транспортного налога и госпошлин.
 Кроме того, региональным и муниципальным властям в качестве одной из антикризисных мер предлагается сократить расходы на собственное содержание и финансировать строительство только объектов с высокой степенью готовности.
 При этом консолидированный бюджет регионов России по-прежнему выполняется с профицитом, который за полгода составил чуть меньше 100 миллиардов рублей. Этот профицит, однако, в 4,7 раза меньше прошлогоднего показателя.
 Федеральный бюджет, напомним, сверстан с дефицитом, который составит в 2009 году 7,4 процента от ВВП страны. В первом квартале 2009 года консолидированный бюджет России был исполнен с профицитом в 226,4 миллиарда рублей.",14.0,0
41,мера,"Шведское правительство, столкнувшееся с необходимостью размещения рекордного количества беженцев, временно вводит пограничный контроль. Об этом сообщает Reuters. Как отмечается, это решение отражает опасения шведских властей, что они достигли предела своих возможностей по приему лиц, ищущих убежища. По прогнозам, в этом году в страну прибудут до 190 тысяч человек, что в два раза больше предыдущего рекорда, начиная с начала 1990-х годов. Министр внутренних дел Швеции Андерс Игеман (Anders Ygeman) заявил, что страна «взяла на себя большую ответственность за кризис беженцев». По его словам, для того чтобы справиться с этим вызовом, другие страны также должны взять на себя ответственность. В настоящее время Швеция принимает больше беженцев на душу населения, чем какая-либо другая страна Евросоюза. Министр уточнил, что контроль прежде всего будет осуществляться на мосту через пролив Эресунн, разделяющей Швецию и Данию, а также в портах, куда прибывают паромы. Новые меры будут действовать на протяжении 10 дней начиная с четверга, и их действие может быть продлено на 20-дневный период. Правительство на прошлой неделе предупредило, что больше не в состоянии гарантировать поиск жилища для вновь прибывших беженцев. Агентство по миграции уже планирует размещать тысячи беженцев в отапливаемых палатках из-за нехватки жилья, некоторым может быть предоставлено место на горнолыжных курортах и в тематическом парке. Агентство ООН по делам беженцев на прошлой неделе заявило, что беженцы и мигранты, скорее всего, продолжат прибывать через Турцию в Европу этой зимой, их количество составит до 5 тысяч в день. В 2015 году в ЕС разразился кризис из-за наплыва беженцев. Больше всего мигрантов в страны Европы прибывают из Сирии, где с 2011 года идет гражданская война. С момента ее начала более 507 тысяч сирийцев обратились с просьбой о предоставлении убежища в европейских странах.",14.0,0
42,мера,"Россия не будет отдавать предпочтения в сотрудничестве ни Евросоюзу, ни странам Азии. Об этом заявил российский министр иностранных дел Сергей Лавров, выступая в четверг, 1 сентября, перед студентами и преподавателями МГИМО, сообщает ТАСС. «Мы не будем шарахаться ни в одну сторону. Мы евразийская держава, так распорядилась история, так распорядилась природа, так распорядились, прежде всего, наши великие предки, поэтому мы должны (...) работать на всех направлениях», — отметил министр. Глава МИД отметил, что в мире появляются новые влиятельные экономические и политические центры. «Это прежде всего наблюдается в Азиатско-Тихоокеанском регионе, который стал и еще долго будет оставаться локомотивом мирового экономического развития. И это все происходит на фоне того, что наш крупнейший торговый партнер — Евросоюз, и он таковым остается, несмотря на кризис, несмотря на санкции», — добавил Лавров. 1 сентября 2015 года, выступая с традиционным обращением к учащимся МГИМО, Сергей Лавров назвал  введение антироссийских ограничительных мер «вывертами западных партнеров». «Мы на тему санкций внимание обращаем только с точки зрения того, чтобы мы были внутри страны готовы к подобного рода вывертам наших западных партнеров и не зависели от них в тех областях, которые жизненно важны для нашей страны, для наших граждан», — сообщил министр. Антироссийские санкции со стороны Европейского союза, США и ряда других стран были введены в связи с обострением ситуации на юго-востоке Украины и вхождением Крыма в состав России в 2014 году. Меры затронули энергетический, оборонный и финансовый секторы.",14.0,0
43,мера,"Полиция в Афинах применила слезоточивый газ для разгона демонстраций в день общенациональной забастовки, сообщает BBC News. Полицейские применили газ в ответ на камни и бутылки с зажигательной смесью, которые пустили в ход участники забастовки. Столкновение демонстрантов и полиции произошло около здания парламента Греции, где собрались на митинг около 30 тысяч человек (по сведениям организаторов митингов - 60 тысяч человек), протестующих против сокращения бюджетных расходов на социальную сферу. Молодые люди в масках начали бросать в полицейских камни и бутылки с горючей смесью и крушить автобусные остановки. Забастовка и митинг стали первыми массовыми выступлениями профсоюзных организаций в 2011 году. В Афинах задержаны 20 человек, передает Agence France-Presse. Греция находится в тяжелом финансовом положении, и правительство Георгиоса Папандреу вынуждено идти на сокращение многих бюджетных расходов и повышение налогов. Правительственные меры привели к нескольким крупным забастовкам осенью 2010 года, многие из которых перешли в столкновения участников митингов с полицией. В ходе беспорядков тогда погибли 3 человека. 24-часовая забастовка в Греции привела к частичной остановке общественного транспорта в городах и к отмене более чем сотни авиарейсов.",14.0,0
44,мера,"Хорватская полиция с вечера 17 сентября перекрыла движение на всех дорогах, ведущих к семи пограничным переходам с Сербией. Об этом сообщает Reuters. «Эта мера действует до особого уведомления», — говорится в официальном заявлении полиции. Днем 17 сентября министр внутренних дел Хорватии Ранко Остоич (Ranko Ostojic) пообещал совсем закрыть границу с Сербией, если приток мигрантов достигнет 8 тысяч человек в день. «У Хорватии нет возможности принимать новых мигрантов», — заявил он. После закрытия Венгрией южной границы миграционный поток, идущий через эту страну в Евросоюз, был перенаправлен, и миграционное давление увеличилось на Хорватию, Словению и Румынию. Полиция Венгрии заявила о задержании 200 мигрантов после перехода границы из соседней Хорватии. Президент Хорватии  Колинда Грабар-Китарович привела армию в боевую готовность, чтобы защитить границы от нелегальных мигрантов. На 23 сентября намечен экстренный саммит Европейского союза. На нем планируется рассмотреть вопрос преодоления иммиграционного кризиса. Из-за нестабильной ситуации в странах Африки и Ближнего Востока в европейские государства прибывает все большее число мигрантов. По плану Еврокомиссии беженцы должны распределяться по странам ЕС пропорционально их населению, экономике, уровню жизни и другим факторам. Например, Франции необходимо будет разместить 14,7 процента беженцев, Германии — 18,42 процента. Всего государства Евросоюза договорились принять у себя 32 тысячи мигрантов в течение двух лет. Однако Германия, самая популярная у мигрантов страна ЕС, ожидает до конца года получить 800 тысяч заявок на предоставление статуса беженца.",2.0,0
45,мера,"В Москве с 1 октября подорожает вывоз мусора, сообщает ""Эхо Москвы"". Такое решение приняла Мосгордума. Ставки оплаты составят 7 рублей 70 копеек с человека в месяц, что на полтора рубля больше ныне действующих тарифов. Однако, как заявил первый заместитель руководителя департамента экономической политики и развития Москвы Валерий Жаров, даже такое повышение не покроет всех затрат по вывозу мусора в полной мере.",2.0,0
46,мера,"В ближайшее время в Москве закроют подъезд любого транспорта, кроме общественного, к нескольким станциям метро, пишет в среду ""ГАЗЕТА.GZT.RU"". Уже сейчас ограничен доступ частного автотранспорта к станции метро ""Тушинская"", а вскоре такие же меры будут приняты возле станций ""Планерная"" и ""Речной вокзал"". По мнению чиновников, пространство около этих станций заполнено припаркованными частными автомобилями, которые мешают подъезду пригородных рейсовых автобусов. Чтобы решить эту проблему, в дальнейшем в районе этих станций будут построены транспортно-пересадочные узлы. Это будут здания из нескольких этажей над и под землей, своеобразные мини-вокзалы, где будут не только билетные кассы и турникеты для прохода пассажиров к автобусам, но предприятия торговли и сервиса. Под землей планируется расположить ""перехватывающие"" парковки для приехавших в Москву автолюбителей - как обещают чиновники, бесплатные. Жители соседних домов также сумеют воспользоваться этими парковками для ночного хранения своих машин. План устройства таких парковок принят в июле 2005 года на заседании столичного правительства. Строительство транспортно-пересадочных узлов планируется завершить к 2007 году. Возведение первого из них - на месте стоянки общегородского транспорта около метро ""Планерная"" - начнется осенью 2005 года.",2.0,0
47,мера,"Ученые выяснили, что закрытые окна и включенный кондиционер при нахождении в пробке максимально усиливает воздействие токсичных химических веществ на здоровье автомобилиста. Об этом сообщается в журнале Environmental Science: Processes & Impacts. Исследователи обнаружили, что высокая концентрация токсичных веществ обеспечивается благодаря тому, что воздух за пределами машины гораздо грязнее, чем внутри. Включенный кондиционер засасывает токсичные соединения внутрь. Кроме того, при остановке машин на красный свет, они проходят сквозь различные ездовые циклы — холостой ход, разгон и снижение скорости. Одновременно на светофоре скапливаются другие автомобили, выбрасывающие новые токсичные соединения. В результате в воздухе накапливаются вредные вещества, которые очень медленно развеиваются. «Если это возможно, держите окна закрытыми и не включайте кондиционер. Также увеличивайте расстояние между вами и машиной, которая стоит перед вами», — рекомендует ведущий автор исследования Прашант Кумар (Prashant Kumar). Эти меры снизят контакты с ядовитыми газами на 76 процентов. Всего в Европе (по данным Всемирной организации здравоохранения) только в 2012 году от загрязнения воздуха погибло более 400 тысяч человек. По подсчетам ученых, водители, остановившиеся в заторах, подвергаются в 29 раз более интенсивному воздействию загрязняющих веществ, чем те, кто едет по дорогам, даже с небольшой скоростью. ",2.0,0
48,мера,"Росаэронавигация намерена с 1 ноября увеличить сборы с российских авиакомпаний в 1,9 раза. Зарубежные перевозчики станут платить больше с 1 января 2007 года, однако точный размер тарифа еще не утвержден. Цены на авиабилеты от этой меры вырастут на 60-70 рублей. Такое мнение высказал глава Росаэронавигации Александр Нерадько. Об этом сообщает ""РБК Daily"". Сборы ведомства пойдут на внедрение нововведений в аэронавигации и увеличению безопасности полетов. По словам Александра Нерадько, реализация специальной программы потребует около 280 миллиардов рублей – 156 миллиардов на модернизацию наземного сегмента, а остальные средства – на оснащение самолетов современным оборудованием. Нерадько также обратил внимание, что новые системы позволят авиакомпаниям в будущем экономить топливо. Он заявил, что после внедрения современного оборудования посадка самолета  аэропорту будет занимать на 15 минут меньше, что позволит сократить затраты на рейс. Об этом сообщает ""Время новостей"". Программа инвестиций в аэронавигацию предполагает три этапа – до 2008, до 2015 и до 2025 года. По словам Нерадько, только к последнему сроку российская система полностью интегрируется в мировую. Росаэронавигация в сентябре 2006 года объявила борьбу с теми авиакомпаниями, которые не платят за обслуживания. В итоге федеральное агентство прекратило обслуживание чартерных рейсов четырех перевозчиков и пообещала сделать то же самое и с регулярными рейсами.",2.0,0
49,хвост,"Ярославская строительная компания ищет кошек на должность прораба-обживателя с зарплатой в 15 тысяч рублей. Вакансия была размещена на портале SuperJob. «Работа предстоит несложная и непыльная, ежемесячно придется обживать 30 построенных домов для счастливых жителей Архангельска, обладателей новеньких коттеджей и таунхаусов», — отмечается в объявлении. В качестве кандидатов будут рассматриваться только архангельские коты весом не более 15 килограммов. Животное должно быть здоровым, ухоженным и не иметь вредных привычек. Со своей стороны работодатель обещает комфортные условия для проживания, ежегодный оплачиваемый отпуск, полный соцпакет, бесплатное молоко и свежий кошачий корм. В августе аналогичная вакансия была открыта в Нижнем Новгороде. Там котам обещали оклад в 20 тысяч рублей в месяц. Обязательным условием для трудоустройства являлось наличие усов, четырех лап и хвоста.",6.0,0
50,хвост,"Мировой суд Тверского района Москвы на трое суток поместил под арест студента МГИМО Сурхо Тарамова, который в ночь на 12 октября подъехал на машине к могиле Неизвестного солдата. Об этом 15 октября сообщает РИА Новости. Арест является наказанием за нарушение, предусмотренное статьей 19.3 Кодекса об административных правонарушениях (неповиновение законному распоряжению представителя власти). Ранее сообщалось, что на Тарамова также наложили штраф в сумме 4,5 тысячи рублей. Тарамов, находившийся за рулем внедорожника, въехал на территорию Александровского сада в 23:50 11 октября. Сотрудники милиции пытались остановить автомобиль, но им это не удалось. Внедорожник пришлось некоторое время преследовать. Остановили его лишь на Цветном бульваре. Выяснилось, что помимо Тарамова в машине находились 20-летний москвич, 18-летняя жительница Химок и 17-летняя приезжая из Саранска. 13 октября на сайте МГИМО появилось сообщение, в котором говорилось, что Тарамову еще 8 октября было направлено уведомление об отчислении из вуза за неуспеваемость. Также в сообщении отмечалось: ""Поступок С.С. Тарамова заслуживает, безусловно, нравственной оценки: общественное мнение МГИМО(У) возмущено его поведением и не допускает иного толкования этого инцидента"". Однако позднее заместитель ректора МГИМО Валерий Воробьев сказал корреспонденту газеты ""Московский комсомолец"", что у Тарамова остается шанс восстановиться в вузе. По словам Воробьева, для этого молодому человеку нужно лишь ликвидировать все накопившиеся ""хвосты"". Как стало известно журналистам, отец Сурхо Тарамова - бизнесмен из Чечни Супьян Тарамов. Он владеет крупным пивзаводом и занимается строительным бизнесом. Во время второй чеченской кампании Тарамов-старший возглавлял народное ополчение в Веденском районе Чечни, выступая на стороне федеральных войск.",6.0,0
51,хвост,"Коди Смит-Макфи выбран на роль Ночного Змея в блокбастере «Люди Икс: Апокалипсис», сообщает Variety. Ранее стало известно, что главные роли в новой серии франшизы сыграют Майкл Фассбендер, Дженнифер Лоуренс и Николас Холт. «С радостью приветствую Коди Смита-Макфи в составе ""Людей Икс: Апокалипсис"". Он сыграет молодого Ночного Змея», — объявил в своем Instagram режиссер Брайан Сингер. Ночной Змей — мутант немецкого происхождения, обладающий сверхчеловеческой ловкостью и способностью к телепортации. Его физическая мутация включает синюю кожу, трехпалые руки и ноги, желтые глаза и подвижный хвост. Кроме того, персонаж, исповедующий католичество, известен своей набожностью. Он уже появлялся на экранах в «Людях Икс 2», где его сыграл Алан Камминг. Действие «Людей Икс: Апокалипсис» разворачивается в 1980-х. Актеры Патрик Стюарт и Иэн Маккеллен, играющие во франшизе пожилых профессора Ксавьера и Магнето соответственно, в картине не появятся. Премьера ленты назначена на 27 мая 2016 года. Смит-Макфи известен ролями в «Дороге», «Впусти меня» и блокбастере «Планета обезьян: Революция». В 2015 году 18-летний актер также появится на экранах в вестерне «Медленный запад» и сериале «Галлиполи».",6.0,0
52,хвост,"По итогам первой сессии дети, получившие высокий балл на ЕГЭ, оказались успешнее своих сокурсников, поступивших в вузы по итогам профильных олимпиад. Такой вывод был сделан экспертами Рособрнадзора. Подробнее о результатах проведенного ведомством мониторинга ""Российской газете"" рассказала его руководитель Любовь Глебова. Сотрудники Рособрнадзора анализировали результаты студентов, поступивших летом 2009 года в РГУ нефти и газа имени Губкина, РГГУ, Удмуртский госуниверситет, Московскую медицинскую академию имени Сеченова, Академию народного хозяйства при правительстве РФ, Кубанскую и Ростовскую медицинские госакадемии, Финансовую академию при правительстве РФ, Высшую школу экономики и МГУ имени Ломоносова. В общей сложности по итогам первой сессии из этих вузов было отчислено около 350 человек. Из 334 человек, имеющих задолженности, 250 - это олимпиадники и только 129 - ""высокобалльники"" по итогам ЕГЭ (Глебова не уточнила, сколько всего студентов имеют ""хвосты""). По словам Глебовой, среди отчисленных не очень много детей, получивших высокие баллы на ЕГЭ - многие критики отмечали, что этот экзамен необъективно оценивает знания выпускников. Руководитель Рособрнадзора подчеркнула, что средний балл студентов по итогам сессии примерно соответствует количеству баллов, набранных на ЕГЭ (после пересчета из стобалльной системы в пятибалльную). С другой стороны, эксперты установили, что студенты из регионов с подозрительно высокими результатами ЕГЭ вылетают из вузов чаще других. К таким регионам относятся, например, Карачаево-Черкесия и Кабардино-Балкария. Единый государственный экзамен стал обязательным для всех российских школьников с 1 января 2009 года. Именно на основе полученных на нем баллов вузы страны набирают студентов. Однако сохранился и другой способ поступления в институты и университеты - олимпиады по профильным предметам. Их победители освобождаются от необходимости предоставлять в вузы результаты ЕГЭ.",6.0,0
53,хвост,"В пятницу, 17 октября, главе российского правительства Владимиру Путину подарили собачий ошейник с навигатором системы ГЛОНАСС, сообщает ""Интерфакс"". Премьер-министр надел ошейник на своего лабрадора по кличке Кони. Ошейник с навигатором принес на совещание к главе правительства вице-премьер Сергей Иванов, курирующий вопросы развития системы ГЛОНАСС. Иванов напомнил, что еще минувшим летом обещал подарить ошейник для Кони. ""Справедливости ради надо сказать, что он был для этого готов. У нас просто не было возможности встретиться с вами и Кони и сделать этот подарок"", - пояснил вице-премьер Путину. Сообщается, что ошейник с навигатором весит всего 170 граммов. Как рассказал генеральный директор - генеральный конструктор РНИИ космического приборостроения Юрий Урличич, присутствовавший на встрече, прибор представляет собой модуль ГЛОНАСС-GPS. ""Это плата, которая находится внутри. Весь остальной вес - это фактически аккумулятор"", - пояснил разработчик. По его словам, таким прибором будут снаряжаться служебные собаки в МЧС, которые ведут поиск людей в завалах. Сергей Иванов со своей стороны отметил, что ""ноу-хау"" этого прибора заключается в том, что ""когда собака на месте, не двигается, допустим, легла, извините, в лужу где-нибудь в лесу, тогда батарейка не работает, то есть происходит экономия энергии"". ""Но у меня собака не поросенок, она в лужу не ложится"", - ответил Путин. Разработчики прибора разъяснили, что в ошейнике есть специальный датчик движения, который отключает навигационную систему для экономии энергии. Премьер-министру продемонстрировали, как при помощи устройства фиксировалась небольшая прогулка собаки на лужайке перед домом. На замечание Иванова о том, что Кони, оказавшись в ошейнике, ""загрустила"", Путин заметил: ""Ей нравится. Хвостом бьет, значит - нравится"". Первый советский спутник ГЛОНАСС (Глобальная Навигационная Спутниковая Система) был выведен на орбиту в 1982 году. В 1993 году система была официально принята в эксплуатацию. В 1995 году спутниковая система состояла из 24 космических аппаратов. Сейчас на орбите присутствуют 14 действующих навигационных спутников. Ожидается, что до конца 2011 года численность орбитальной группировки будет увеличена до 30 космических аппаратов.",6.0,0
